fhdi_herb_id,herb_latin_name,herb_english_name,herb_pinyin_name,herb_chinese_name,properties,function ,indication,therapeutic_class
h00220,lamiophlomis rotata,common lamiophlomis,du yi wei,,minor cold bitter,to quicken blood and transform stasis disperse swelling and relieve pain,knocks and falls pain in sinews and bones swelling pain in joints dysmenorrhea flooding and spotting,not specified
h00221,cortex eucommiae,eucommia bark,du zhong,,warm sweet,to tonify the liver and the kidney to strengthen the tendons and bones and to prevent miscarrige,hypertension kidney vacuity lumbago weakness in sinews and bones stirring fetus in pregnancy,yang reinforcing drugs
h00223,coptis chinensis var brevisepala,shortsepal goldthread,duan e huang lian,,not specified,see coptis chinensis ,see coptis chinensis ,not specified
h00224,os draconis preparata,prepared dragons bone fossilized bone,duan long gu,,mild sweet punkery,treatment of 1 deficient yin of the liver and kidneys with hyperactive yang of the liver manifested as dizziness vertigo blurred vision or irritability dragons bone longgu is used with oyster shell muli red ochre daizheshi and white peony root baishao in the formula zhengan xifeng tang 2 seminal emissions due to deficient kidneys dragons bone longgu is used with oyster shell muli flattened milkvetch seed shayuanzi and euryale seed qianshi 3 palpitations and insomnia dragons bone longgu is used with oyster shell muli polygala root yuanzhi and wild jujube seed suanzaoren 4 leukorrhea due to deficient kidneys dragons bone longgu is used with oyster shell muli dioscorea shanyao and cuttlefish bone wuzeigu 5 spontaneous sweating and night sweating dragons bone longgu is used with oyster shell muli and schisandra fruit wuweizi,treatment of 1 deficient yin of the liver and kidneys with hyperactive yang of the liver manifested as dizziness vertigo blurred vision or irritability dragons bone longgu is used with oyster shell muli red ochre daizheshi and white peony roo,spirit calming
h00225,concha arcae preparata,calcined arc shell,duan wa leng,,mild salty,treatment of retention of sticky phlegm difficult to expectorate goitre scrofula masses in the abdomen gastric pain with acid regurgitation,treatment of retention of sticky phlegm difficult to expectorate goitre scrofula masses in the abdomen gastric pain with acid regurgitation,for desolving phlegm stopping cougth and soothing breathing
h00226,herba clinopodii,clinopodium herb,duan xue liu,,not specified,to arrest bleeding,treatment of excessive menstrual discharge hemorrhage from hysteromyoma hematuria epistaxis gingival bleeding traumatic bleeding,bloodcooling hemostatic medicinal
h00227,corydalis ledebouriana,ledeour corydalis,dui ye yuan hu,,not specified,not specified,not specified,not specified
h00228,thalictrum ichangense,peltateleaf meadowrue,dun ye tang song cao,,not specified,to clear heat and resolve toxin dry damp,dampheat jaundice dampheat dysentery infant fright wind red eyes with gall erysipelas wandering wind goosemouth sore knocks and falls,not specified
h00229,meconopsis horridula,spiny meconopsis,duo ci lv rong hao,,not specified,to quicken blood and transform stasis clear heat and relieve pain,knocks and falls fracture pain in chest and back windheat headache swelling pain in joints,not specified
h00230,aconitum karakolicum,manyroot monkshood,duo gen wu tou,,not specified,see aconitum carmichaeli,see aconitum carmichaeli,not specified
h00231,paeonia emodi,himalayanpeony,duo hua shao yao,,not specified,not specified,not specified,not specified
h00232,erigeron multiradiatus,multiradiate,duo she fei peng,,not specified,not specified,not specified,not specified
h00233,aloe spp,extracts of aloe spp,duo zhong lu hui ti qu wu,,not specified,not specified,not specified,not specified
h00234,herba centipedae,small centipeda herb,e bu shi cao,,not specified,to relieve nasal obstruction and cough,windcold common cold cough with profuse phlegm nasal congestion deepsource nasal congestion and runny nose,pungentwarm exteriorreleasing medicinal
h00235,cynanchum chinense,chinese swallowwort,e rong teng,,not specified,to clear heat and resolve toxin disperse accumulation and fortify stomach disinhibit water and disperse edema,child food accumulation child gan accumulation gastritis gastritis with edema duodenal ulcer wart,not specified
h00236,anthriscus sylvestris,woodland beakchervil,e shen,,not specified,to supplement spleen and boost qi disperse swelling,spleen vacuity and food distention stomachache lassitude in limbs cough and asthma due to lung vacuity senile nocturia blood ejection from knocks and falls,not specified
h00237,rhizoma curcumae,zedoray rhizome,e zhu,,warm pungent bitter,to promote the flow of qi and eliminate blood stasis with strong effect and to relieve pain by removing the stagnation of undigested food,1 its volatile oil and its components curcumenol curdione and belemene destroy directly the ehrlichascites tumor and leukemia615 in mice 2 promoting phagocytosis of monocytes 3 dilating peripheral blood vessels inhibiting aggregation of thrombocytes and thrombosis and improving microcirculation,blood activating stasis removing drugs
h00238,hedyotis auricularia,auricled hedyotis,er cao,,not specified,to clear heat and resolve toxin cool blood and disperse swelling,common cold with fever lung heat cough swelling pain in throat enteritis dysentery bleeding from hemorrhoids flooding and spotting poisonous snake bite mastitis swelling toxin of welling abscess and boil eczema knocks and falls,for promoting diuresis and penetrating dampness
h00239,catechu,cutch black catechu,er cha,,cool bitter punkery,to reduce toxic and to remove dampness,to arrest exudation promote the growth of new tissue and cure wounds,blood activating stasis removing drugs
h00240,herba potentillae discoloris,allgrass of discolor cinquefoil,fan bai cao,,not specified,1 to clear away heat and toxic material 2 to cool the blood and stop bleeding,cough and asthma due to lung heat diarrhea dysentery malaria hacking of blood blood ejection bloody stool flooding and spotting metrorrhagia and metrostaxis swelling toxin of welling abscess and sore scrofula,antipyretic detoxicate drugs
h00241,folium sene,sen leaf,fan xie ye,,sweet  bitter cold,to purge feces downward,heat bind and accumulation constipation w ith abdominal pain edema distention fullness,offensive purgative medicinal
h00242,radix saposhnikoviae divaricatae,root of divaricate saposhnikovia,fang feng,,minor warm pungent sweet,to induce diaphoresis to dispel wind to alleviate rheumatic conditions and to relieve spasm,migraine headache and generalized pain common cold rheumatoid arthritis externally contracted windcold winddamp impediment pain aching pain in joints abdominal pain and diarrhea intestinal wind bleeding tetanus wind papule itching sores,pungentwarm exteriorreleasing medicinal
h00243,eriocheir sinensis seu poramon,not specified,fang hai,,not specified,not specified,not specified,not specified
h00244,radix stephaniae tetrandrae,root of fourstamen stephania,fang ji,,cold pungent bitter,to cause diuresis and to relieve rheumatic conditions,beriberi with edema inhibited urination eczema sore toxin winddamp impediment pain hypertension adjuvant in anesthesia,winddampnessdispelling and heatclearing medicinal
h00245,smilax menispermoidea,gansu greenbrier,fang ji ye ba qia,,not specified,see smilax glabra ,see smilax glabra ,not specified
h00247,angelica furcijuga,furcate angelica,fen cha dang gui,,not specified,not specified,not specified,not specified
h00248,pueraria lobata var thomsonii,thomson kudzuvine,fen ge,,not specified,not specified,not specified,not specified
h00249,not specified,juglans regia,fen xin mu,,not specified,not specified,not specified,not specified
h00250,amberboa ramosa,ramose amberboa,fen zhi po ju,,not specified,not specified,not specified,not specified
h00251,petasites japonicus,japanese butterbur,feng dou cai,,not specified,to clear heat and resolve toxin dispel stasis and disperse swelling,swelling pain in throat swollen welling abscess and toxin of clove poisonous snake bite knocks and falls,not specified
h00252,nidus vespae,honeycomb,feng fang,,not specified,treatment of toothache due to caries sores ulcers mastitis scrofula ringworm tinea unguium,treatment of toothache due to caries sores ulcers mastitis scrofula ringworm tinea unguium,toxication reduction anthelmintic dampness removal and itching control
h00253,apis mellifera ligustica,propolis,feng jiao,,not specified,to eliminate inflammation and relieve pain moisten skin and engender flesh,gastric ulcer oral ulcer cervical erosion zoster psoriasis skin chap and pain clavus wound carcinoma,not specified
h00255,herba pteridis multifidae,all  grass of chinese brake,feng wei cao,,cold bitter neutral,1 to clear heat and toxic material 2 to cool the blood and stop bleeding,dysentery diarrhea stranguryturbidity vaginal discharge jaundice swelling toxin of clove sore throat impediment with nipple moth scrofula parotitis mastitis ardent fever and convulsion snake or insect bites blood ejection spontaneous external bleeding hematuria hematochezia bleeding due to external injury,antipyretic detoxicate drugs
h00256,pteris cretica var nervosa syn pteris nervosa ,nervous brake,feng wei jue,,not specified,to clear heat and disinhibit damp stanch bleeding and engender flesh resolve toxin and disperse swelling,diarrhea dysentery jaundice strangury syndrome edema coughing of blood hematuria hematochezia bleeding knife wound painful swelling from knocks and falls sore and welling abscess burns and scalds,not specified
h00257,herba speranskiae tuberculatae,allgrass of tubercultae speranskia,feng xian tou gu cao,,mild pungent bitter,for dispelling winddampness and dispersing coldness,not specified,winddampnessdispelling and colddispersing medicinal
h00258,not specified,ailanthi altissimae fructus,feng yan cao,,not specified,not specified,not specified,antipyretic detoxicate drugs
h00259,herba gnaphalii affinis,allgrass of cudweed,fo er cao,,cold pungent bitter,1 to promote diuresis and relieve jaundice for hemolytic disorders such as favism acquired autoimmune hemolysis lupus erythematosus hemolysis druginduced hemolysis  primaquine sulfamethoxypyridazine  smp  etc  paroxysmal noctural hemoglobinuria and some unknown causes also for icteric hepatitis usually used together with herba artemisae scopariae herba pteridis multifidae and herba plantaginis 2 to eliminate sputum relieve cough and dyspnea for productive cough and dyspnea of exogenous and endogenous origin 3 to lower blood pressure for hypertension,1 to promote diuresis and relieve jaundice for hemolytic disorders such as favism acquired autoimmune hemolysis lupus erythematosus hemolysis druginduced hemolysis  primaquine sulfamethoxypyridazine  smp  etc  paroxysmal noctural hemoglobinu,not specified
h00260,sedum lineare syn sedum obtusolineare ,linear stonecrop,fo jia cao,,not specified,to clear heat and resolve toxin disinhibit damp stanch bleeding,swelling pain in throat red eyes with gall heat toxin swollen welling abscess clove sore erysipelas herpes zoster burns and scalds poisonous snake bites jaundice dampheat dysentery hematochezia flooding and spotting bleeding due to external injury flat wart,not specified
h00261,citrus medica var sarcodactylis,finger citron,fo shou,,warm pungent bitter,to regulate the qi of the liver and stomach and relieve pain,stomachache distention in ribside vomiting dysphagiaocclusion phlegmrheum cough asthma,qi regulating drugs
