fhdi_drug_id,drug_name,drug_dose,dosage_form,food_herb_id,food_herb_name,type,component,dose,time,effect,conclusion
d00142,felodipine,10 mgkg,oral,h00456,radix platycodi,herb,naringenin,25 50 100 mgkg,administration after 15 days of pretreatment,possible,these results suggest that naringenin significantly increased the cmax and auc of felodipine is due to pgp and cyp3a4 inhibition
d00597,atorvastatin,10 mgkg,not specified,h00456,radix platycodi,herb,naringenin,240 mgkg,not specified,possible,the cmax and auc048 of atv and 2atv improved significantly in the combined group which revealed that ng could increase their bioavailability in vivo compared to that observed upon administration of atv alone however atv did not affect the pharmacokinetic parameters of ng after coadministration with atv
d00774,rosuvastatin,100 mgkg,oral,h00456,radix platycodi,herb,ursolic acid,80 mgkg,not specified,possible,therefore the present results suggested that the potential drug interaction between danshensu or ursolic acid and rosuvastatin may be mediated by one or more transporters oatp1b1 oatp 1b3 oatp 1a2 bcrp and ntcp andor cyps
d00043,aspirin,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,possible,it could be concluded that taking vit c first doesnt affect the absorption of asp and may be good for health in contrast it is not good to take vit c immediately as one have just taken asp because the existence of asp reduce the absorption of vit c for human body
d00878,lutein,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00751,bortezomib,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,possible,foods high in vitamin c include citrus fruits and beverages
d00511,chromic chloride,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00508,chromium,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c vitamin c may increase the absorption of chromium
d00799,chromium picolinate,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00611,ferrous sulfate,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01455,sodium feredetate,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d00453,ferrous gluconate,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c foods rich in vitamin c increase the absorption of iron
d00968,ferrous fumarate,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,positive,take with foods containing vitamin c
d01465,chromium nicotinate,not specified,not specified,h00457,sambucus williamsii,herb,vitamin c,not specified,not specified,possible,take with foods containing vitamin c
d01040,selexipag,2 mgkg,oral,h00458,herba inulae,herb,quercetin,2 mgkgd,administration after 7 days of pretreatment,possible,the study indicated that quercetin could inhibit the metabolism of selexipag and act333679 when coadministration therefore the clinical dose of selexipag should be used with caution when coadministered with foods high in quercetin
d00531,doxorubicin,17 m,not specified,h00458,herba inulae,herb,luteolin,10 m,not specified,possible,low concentration of luteolin attenuates doxorubicininduced cytotoxicity to mcf7 cells through a combination of antioxidant activity and an increase in levels of bcl2 protein
d00090,chlorzoxazone,250 mg,oral,h00458,herba inulae,herb,quercetin,1000 mg,administration after 10 days of pretreatment,positive,the results suggest that altered pharmacokinetics of chz might be attributed to quercetinmediated inhibition of cyp2e1 enzyme further the inhibition of cyp2e1 by quercetin may represent a novel therapeutic approach for minimizing the ethanolinduced cyp2e1 enzyme activity and results in reduced hepatotoxicity of ethanol
d00770,tacrolimus,not specified,not specified,h00458,herba inulae,herb,apigenin,not specified,not specified,harmful,apigenin a flavonoid inhibit cyp3a4 and pgp
d00245,midazolam,75 mg,tablet,h00458,herba inulae,herb,quercetin,500 mg,500 mg quercetin once a day for 13 consecutive days,negative,quercetin significantly induced cyp3a activity to substrate midazolam and the induction was partly related to the cyp3a5 genotype being more prominent in cyp3a511 and cyp3a513 individuals
d00594,gemcitabine,125 mgkg two timesweek for 3 weeks,intragastric administration,h00458,herba inulae,herb,apigenin,50 mgkg,five timesweek for 3 weeks,possible,the combination of gemcitabine and apigenin enhanced antitumor efficacy through akt and nfkappa b activity suppression and apoptosis induction
d00420,levodopa,5 mgkg with 125 mgkg carbidopa,oral,h00458,herba inulae,herb,caffeic acid,25 5 10 mgkg,not specified,possible,caffeic acid at a dose of 10 mg kg1 can significantly affect the comt metabolic pathway of ldopa
d00551,diltiazem,15 mgkg,oral,h00458,herba inulae,herb,quercetin,2 10 20 mgkg,not specified,possible,the bioavailibility of diltiazem in the rabbits pretreated with quercetin is increased significantly compared with the control but not in the rabbits coadministered with quercetin the increased bioavailability of diltiazem in the rabbits pretreated with quercetin might have been resulted result from the quercetin which inhibits the efflux pump pglycoprotein and the firstpass metabolizing enzyme cyp3a4
d00070,verapamil,10 mgkg,oral,h00458,herba inulae,herb,quercetin,15 mgkg,not specified,possible,in conclusion pretreatment of quercetin significantly enhanced the oral exposure of verapamil this suggested that concomitant use of quercetin or a quercetincontaining dietary supplement with verapamil requires close monitoring for potential drug interaction
d00774,rosuvastatin,1 mgkg,oral,h00458,herba inulae,herb,cinnamic acid,10 mgkg,not specified,possible,taken together these results indicate that the natural products such as ga significantly inhibit rsv transport in to bile and increased the plasma exposure auclast of rsv
d00774,rosuvastatin,5 mgkg,oral,h00458,herba inulae,herb,cinnamic acid,10 mgkg,not specified,possible,taken together these results indicate that the natural products such as ga significantly inhibit rsv transport in to bile and increased the plasma exposure auclast of rsv
d00213,losartan,10 mgkg,oral,h00458,herba inulae,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,these results indicated that the herbdrug interaction between quercetin and losartan might occur when they are coadministered in rats quercetin could increase the systemic exposure of losartan and decrease the plasma concentration of exp3174 possibly by inhibiting the activity of pgp or cyp450 enzyme
d00010,melatonin,5 mgkg,not specified,h00458,coffee,herb,caffeic acid,15 mgkg,before dose,possible,these findings suggest that caffeic acid and quercetin improved oral exposure of melatonin via cyp1a inhibition pathway
d00010,melatonin,5 mgkg,not specified,h00458,herba inulae,herb,quercetin,15 mgkg,before dose,possible,these findings suggest that caffeic acid and quercetin improved oral exposure of melatonin via cyp1a inhibition pathway
d01198,tucatinib,30 mgkg,oral,h00458,herba inulae,herb,quercetin,25 50 100 mgkg,not specified,possible,100 mgkg quercetin exhibited a more substantial inhibition on tucatinib metabolism than 50 mgkg quercetin therefore the concurrent use of tucatinib with high dose of quercetin should be treated with extreme caution if their combined use is unavoidable our data suggested dose reduction or interruption of tucatinib should be taken
d01217,warfarin,05 mgkg,not specified,h00458,herba inulae,herb,quercetin,1275 mgkg,once a day keep 5 days,possible,the current investigation confirmed serious drug herb interactions between warfarin and pomegranate peelthey can enhanced the anticoagulant activity of warfarin
d00299,pioglitazone,10 mgkg,oral,h00458,herba inulae,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00299,pioglitazone,5 mgkg,injection,h00458,herba inulae,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00543,etoposide,9 mgkg,oral,h00458,herba inulae,herb,quercetin,1 5 15 mgkg,not specified,possible,the enhanced oral bioavailability of etoposide by quercetin could mainly be due to inhibition of pgpmediated efflux and cyp3acatalyzed metabolism in the intestine by quercetin the dosage regimen of etoposide in cancer therapy should take drug interaction into consideration when etoposide is administered with quercetin or dietary supplements containing quercetin
d00894,cyclosporine,125 mgkg,oral,h00458,herba inulae,herb,quercetin,50 mgkg,not specified,possible,in conclusion quercetin and rutin decreased the bioavailability of csp through activating pgp and cyp3a transplant patients treated with neoral should avoid concurrent consumption of quercetin or rutin to minimize the risk of allograft rejection
d00531,doxorubicin,50 mgkg,oral,h00458,herba inulae,herb,quercetin,3 15 mgkg,not specified,possible,these results suggest that the quercetininduced increase in bioavailability of oral doxorubicin can be attributed to enhanced doxorubicin absorption in the gastrointestinal tract via quercetininduced inhibition of pgp and reduced firstpass metabolism of doxorubicin due to quercetininduced inhibition of cyp3a in the small intestine andor in the liver rather than reduced renal andor hepatic elimination of doxorubicin
d00894,cyclosporine,10 mgkg,oral,h00458,herba inulae,herb,quercetin,100 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
